Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,SexGroup,Surname,TicketShort,FamilySize,Alone,GroupID,FarePerHead,NumInGroup,GroupSurvived,GroupSurvivalRate,Prediction
1.0,2,"Williams, Mr. Charles Eugene",1,30.0,0,0,244373,13.0,,S,Mr,1,Williams,2443,1,True,Alone,13,1.0,1.0,1.0,0
0.0,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",0,31.0,1,0,345763,18.0,,S,Mrs,2,Planke,3457,2,False,Planke-3-3457-18.0-S,9,2.0,0.0,0.0,0
1.0,3,"Masselmani, Mrs. Fatima",0,31.0,0,0,2649,7.225,,C,Mrs,2,Masselmani,26,1,True,Alone,7,1.0,1.0,1.0,1
0.0,2,"Fynney, Mr. Joseph J",1,35.0,0,0,239865,26.0,,S,Mr,1,Fynney,2398,1,True,Alone,26,1.0,0.0,0.0,0
1.0,2,"Beesley, Mr. Lawrence",1,34.0,0,0,248698,13.0,D56,S,Mr,1,Beesley,2486,1,True,Alone,13,1.0,1.0,1.0,0
1.0,3,"McGowan, Miss. Anna ""Annie""",0,15.0,0,0,330923,8.0292,,Q,Miss,2,McGowan,3309,1,True,Alone,8,1.0,1.0,1.0,1
1.0,1,"Sloper, Mr. William Thompson",1,28.0,0,0,113788,35.5,A6,S,Mr,1,Sloper,1137,1,True,Alone,35,1.0,1.0,1.0,0
0.0,3,"Palsson, Miss. Torborg Danira",0,8.0,3,1,349909,21.075,,S,Miss,2,Palsson,3499,5,False,Palsson-3-3499-21.075-S,4,4.0,0.0,0.0,0
1.0,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",0,38.0,1,5,347077,31.3875,,S,Mrs,2,Asplund,3470,7,False,Asplund-3-3470-31.3875-S,4,4.0,3.0,0.75,1
0.0,3,"Emir, Mr. Farred Chehab",1,26.0,0,0,2631,7.225,,C,Mr,1,Emir,26,1,True,Alone,7,1.0,0.0,0.0,0
0.0,1,"Fortune, Mr. Charles Alexander",1,19.0,3,2,19950,263.0,C23 C25 C27,S,Mr,1,Fortune,199,6,False,Alone,43,1.0,0.0,0.0,0
1.0,3,"O'Dwyer, Miss. Ellen ""Nellie""",0,18.0,0,0,330959,7.8792,,Q,Miss,2,Dwyer,3309,1,True,Alone,7,1.0,1.0,1.0,1
0.0,3,"Todoroff, Mr. Lalio",1,26.0,0,0,349216,7.8958,,S,Mr,1,Todoroff,3492,1,True,Alone,7,1.0,0.0,0.0,0
0.0,1,"Uruchurtu, Don. Manuel E",1,40.0,0,0,PC 17601,27.7208,,C,Rare,1,Uruchurtu,PC 176,1,True,Alone,27,1.0,0.0,0.0,0
1.0,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",0,45.0,1,0,PC 17569,146.5208,B78,C,Mrs,2,Spencer,PC 175,2,False,Alone,73,1.0,1.0,1.0,1
1.0,3,"Glynn, Miss. Mary Agatha",0,18.0,0,0,335677,7.75,,Q,Miss,2,Glynn,3356,1,True,Alone,7,1.0,1.0,1.0,1
0.0,2,"Wheadon, Mr. Edward H",1,66.0,0,0,C.A. 24579,10.5,,S,Mr,1,Wheadon,C.A. 245,1,True,Alone,10,1.0,0.0,0.0,0
0.0,1,"Meyer, Mr. Edgar Joseph",1,28.0,1,0,PC 17604,82.1708,,C,Mr,1,Meyer,PC 176,2,False,Alone,41,1.0,0.0,0.0,0
0.0,1,"Holverson, Mr. Alexander Oskar",1,42.0,1,0,113789,52.0,,S,Mr,1,Holverson,1137,2,False,Alone,26,1.0,0.0,0.0,0
1.0,3,"Mamee, Mr. Hanna",1,26.0,0,0,2677,7.2292,,C,Mr,1,Mamee,26,1,True,Alone,7,1.0,1.0,1.0,0
0.0,3,"Cann, Mr. Ernest Charles",1,21.0,0,0,A./5. 2152,8.05,,S,Mr,1,Cann,A./5. 21,1,True,Alone,8,1.0,0.0,0.0,0
0.0,3,"Vander Planke, Miss. Augusta Maria",0,18.0,2,0,345764,18.0,,S,Miss,2,Planke,3457,3,False,Planke-3-3457-18.0-S,6,2.0,0.0,0.0,0
1.0,3,"Nicola-Yarred, Miss. Jamila",0,14.0,1,0,2651,11.2417,,C,Miss,2,Yarred,26,2,False,Yarred-3-26-11.2417-C,5,2.0,2.0,1.0,1
0.0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",0,40.0,1,0,7546,9.475,,S,Mrs,2,Ahlin,75,2,False,Alone,4,1.0,0.0,0.0,1
0.0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",0,27.0,1,0,11668,21.0,,S,Mrs,2,Turpin,116,2,False,Alone,10,1.0,0.0,0.0,1
0.0,3,"Kraeff, Mr. Theodor",1,26.0,0,0,349253,7.8958,,C,Mr,1,Kraeff,3492,1,True,Alone,7,1.0,0.0,0.0,0
1.0,2,"Laroche, Miss. Simonne Marie Anne Andree",0,3.0,1,2,SC/Paris 2123,41.5792,,C,Miss,2,Laroche,SC/Paris 21,4,False,Laroche-2-SC/Paris 21-41.5792-C,10,2.0,2.0,1.0,1
1.0,3,"Devaney, Miss. Margaret Delia",0,19.0,0,0,330958,7.8792,,Q,Miss,2,Devaney,3309,1,True,Alone,7,1.0,1.0,1.0,1
0.0,3,"Rogers, Mr. William John",1,26.0,0,0,S.C./A.4. 23567,8.05,,S,Mr,1,Rogers,S.C./A.4. 235,1,True,Alone,8,1.0,0.0,0.0,0
0.0,3,"Lennon, Mr. Denis",1,26.0,1,0,370371,15.5,,Q,Mr,1,Lennon,3703,2,False,Alone,7,1.0,0.0,0.0,0
1.0,3,"O'Driscoll, Miss. Bridget",0,18.0,0,0,14311,7.75,,Q,Miss,2,Driscoll,143,1,True,Alone,7,1.0,1.0,1.0,1
0.0,3,"Samaan, Mr. Youssef",1,26.0,2,0,2662,21.6792,,C,Mr,1,Samaan,26,3,False,Alone,7,1.0,0.0,0.0,0
0.0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",0,18.0,1,0,349237,17.8,,S,Mrs,2,Franchi,3492,2,False,Alone,8,1.0,0.0,0.0,1
0.0,3,"Panula, Master. Juha Niilo",1,7.0,4,1,3101295,39.6875,,S,Master,0,Panula,31012,6,False,Panula-3-31012-39.6875-S,6,4.0,0.0,0.0,0
0.0,3,"Nosworthy, Mr. Richard Cater",1,21.0,0,0,A/4. 39886,7.8,,S,Mr,1,Nosworthy,A/4. 398,1,True,Alone,7,1.0,0.0,0.0,0
1.0,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",0,49.0,1,0,PC 17572,76.7292,D33,C,Mrs,2,Harper,PC 175,2,False,Alone,38,1.0,1.0,1.0,1
1.0,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",0,29.0,1,0,2926,26.0,,S,Mrs,2,Faunthorpe,29,2,False,Alone,13,1.0,1.0,1.0,1
0.0,1,"Ostby, Mr. Engelhart Cornelius",1,65.0,0,1,113509,61.9792,B30,C,Mr,1,Ostby,1135,2,False,Alone,30,1.0,0.0,0.0,0
1.0,1,"Woolner, Mr. Hugh",1,41.5,0,0,19947,35.5,C52,S,Mr,1,Woolner,199,1,True,Alone,35,1.0,1.0,1.0,0
1.0,2,"Rugg, Miss. Emily",0,21.0,0,0,C.A. 31026,10.5,,S,Miss,2,Rugg,C.A. 310,1,True,Alone,10,1.0,1.0,1.0,1
0.0,3,"Novel, Mr. Mansouer",1,28.5,0,0,2697,7.2292,,C,Mr,1,Novel,26,1,True,Alone,7,1.0,0.0,0.0,0
1.0,2,"West, Miss. Constance Mirium",0,5.0,1,2,C.A. 34651,27.75,,S,Miss,2,West,C.A. 346,4,False,West-2-C.A. 346-27.75-S,6,2.0,2.0,1.0,1
0.0,3,"Goodwin, Master. William Frederick",1,11.0,5,2,CA 2144,46.9,,S,Master,0,Goodwin,CA 21,8,False,Goodwin-3-CA 21-46.9-S,5,5.0,0.0,0.0,0
0.0,3,"Sirayanian, Mr. Orsen",1,22.0,0,0,2669,7.2292,,C,Mr,1,Sirayanian,26,1,True,Alone,7,1.0,0.0,0.0,0
1.0,1,"Icard, Miss. Amelie",0,38.0,0,0,113572,80.0,B28,S,Miss,2,Icard,1135,1,True,Alone,80,1.0,1.0,1.0,1
0.0,1,"Harris, Mr. Henry Birkhardt",1,45.0,1,0,36973,83.475,C83,S,Mr,1,Harris,369,2,False,Alone,41,1.0,0.0,0.0,0
0.0,3,"Skoog, Master. Harald",1,4.0,3,2,347088,27.9,,S,Master,0,Skoog,3470,6,False,Skoog-3-3470-27.9-S,4,5.0,0.0,0.0,0
0.0,1,"Stewart, Mr. Albert A",1,41.5,0,0,PC 17605,27.7208,,C,Mr,1,Stewart,PC 176,1,True,Alone,27,1.0,0.0,0.0,0
1.0,3,"Moubarek, Master. Gerios",1,6.0,1,1,2661,15.2458,,C,Master,0,Moubarek,26,3,False,Moubarek-3-26-15.2458-C,5,2.0,2.0,1.0,1
1.0,2,"Nye, Mrs. (Elizabeth Ramell)",0,29.0,0,0,C.A. 29395,10.5,F33,S,Mrs,2,Nye,C.A. 293,1,True,Alone,10,1.0,1.0,1.0,1
0.0,3,"Crease, Mr. Ernest James",1,19.0,0,0,S.P. 3464,8.1583,,S,Mr,1,Crease,S.P. 34,1,True,Alone,8,1.0,0.0,0.0,0
1.0,3,"Andersson, Miss. Erna Alexandra",0,17.0,4,2,3101281,7.925,,S,Miss,2,Andersson,31012,7,False,Alone,1,1.0,1.0,1.0,1
0.0,3,"Kink, Mr. Vincenz",1,26.0,2,0,315151,8.6625,,S,Mr,1,Kink,3151,3,False,Alone,2,1.0,0.0,0.0,0
0.0,2,"Jenkin, Mr. Stephen Curnow",1,32.0,0,0,C.A. 33111,10.5,,S,Mr,1,Jenkin,C.A. 331,1,True,Alone,10,1.0,0.0,0.0,0
0.0,3,"Goodwin, Miss. Lillian Amy",0,16.0,5,2,CA 2144,46.9,,S,Miss,2,Goodwin,CA 21,8,False,Goodwin-3-CA 21-46.9-S,5,5.0,0.0,0.0,0
0.0,2,"Hood, Mr. Ambrose Jr",1,21.0,0,0,S.O.C. 14879,73.5,,S,Mr,1,Hood,S.O.C. 148,1,True,Alone,73,1.0,0.0,0.0,0
0.0,3,"Chronopoulos, Mr. Apostolos",1,26.0,1,0,2680,14.4542,,C,Mr,1,Chronopoulos,26,2,False,Alone,7,1.0,0.0,0.0,0
1.0,3,"Bing, Mr. Lee",1,32.0,0,0,1601,56.4958,,S,Mr,1,Bing,16,1,True,Alone,56,1.0,1.0,1.0,0
0.0,3,"Moen, Mr. Sigurd Hansen",1,25.0,0,0,348123,7.65,F G73,S,Mr,1,Moen,3481,1,True,Alone,7,1.0,0.0,0.0,0
0.0,3,"Staneff, Mr. Ivan",1,26.0,0,0,349208,7.8958,,S,Mr,1,Staneff,3492,1,True,Alone,7,1.0,0.0,0.0,0
0.0,3,"Moutal, Mr. Rahamin Haim",1,26.0,0,0,374746,8.05,,S,Mr,1,Moutal,3747,1,True,Alone,8,1.0,0.0,0.0,0
1.0,2,"Caldwell, Master. Alden Gates",1,0.83,0,2,248738,29.0,,S,Master,0,Caldwell,2487,3,False,Caldwell-2-2487-29.0-S,9,2.0,2.0,1.0,1
1.0,3,"Dowdell, Miss. Elizabeth",0,30.0,0,0,364516,12.475,,S,Miss,2,Dowdell,3645,1,True,Alone,12,1.0,1.0,1.0,1
0.0,3,"Waelens, Mr. Achille",1,22.0,0,0,345767,9.0,,S,Mr,1,Waelens,3457,1,True,Alone,9,1.0,0.0,0.0,0
1.0,3,"Sheerlinck, Mr. Jan Baptist",1,29.0,0,0,345779,9.5,,S,Mr,1,Sheerlinck,3457,1,True,Alone,9,1.0,1.0,1.0,0
1.0,3,"McDermott, Miss. Brigdet Delia",0,18.0,0,0,330932,7.7875,,Q,Miss,2,McDermott,3309,1,True,Alone,7,1.0,1.0,1.0,1
0.0,1,"Carrau, Mr. Francisco M",1,28.0,0,0,113059,47.1,,S,Mr,1,Carrau,1130,1,True,Alone,47,1.0,0.0,0.0,0
1.0,2,"Ilett, Miss. Bertha",0,17.0,0,0,SO/C 14885,10.5,,S,Miss,2,Ilett,SO/C 148,1,True,Alone,10,1.0,1.0,1.0,1
1.0,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",0,33.0,3,0,3101278,15.85,,S,Mrs,2,Backstrom,31012,4,False,Alone,3,1.0,1.0,1.0,1
0.0,3,"Ford, Mr. William Neal",1,16.0,1,3,W./C. 6608,34.375,,S,Mr,1,Ford,W./C. 66,5,False,Alone,6,1.0,0.0,0.0,0
0.0,3,"Slocovski, Mr. Selman Francis",1,26.0,0,0,SOTON/OQ 392086,8.05,,S,Mr,1,Slocovski,SOTON/OQ 3920,1,True,Alone,8,1.0,0.0,0.0,0
1.0,1,"Fortune, Miss. Mabel Helen",0,23.0,3,2,19950,263.0,C23 C25 C27,S,Miss,2,Fortune,199,6,False,Fortune-1-199-263.0-S,43,2.0,2.0,1.0,1
0.0,3,"Celotti, Mr. Francesco",1,24.0,0,0,343275,8.05,,S,Mr,1,Celotti,3432,1,True,Alone,8,1.0,0.0,0.0,0
0.0,3,"Christmann, Mr. Emil",1,29.0,0,0,343276,8.05,,S,Mr,1,Christmann,3432,1,True,Alone,8,1.0,0.0,0.0,0
0.0,3,"Andreasson, Mr. Paul Edvin",1,20.0,0,0,347466,7.8542,,S,Mr,1,Andreasson,3474,1,True,Alone,7,1.0,0.0,0.0,0
0.0,1,"Chaffee, Mr. Herbert Fuller",1,46.0,1,0,W.E.P. 5734,61.175,E31,S,Mr,1,Chaffee,W.E.P. 57,2,False,Alone,30,1.0,0.0,0.0,0
0.0,3,"Dean, Mr. Bertram Frank",1,26.0,1,2,C.A. 2315,20.575,,S,Mr,1,Dean,C.A. 23,4,False,Alone,5,1.0,0.0,0.0,0
0.0,3,"Coxon, Mr. Daniel",1,59.0,0,0,364500,7.25,,S,Mr,1,Coxon,3645,1,True,Alone,7,1.0,0.0,0.0,0
0.0,3,"Shorney, Mr. Charles Joseph",1,26.0,0,0,374910,8.05,,S,Mr,1,Shorney,3749,1,True,Alone,8,1.0,0.0,0.0,0
0.0,1,"Goldschmidt, Mr. George B",1,71.0,0,0,PC 17754,34.6542,A5,C,Mr,1,Goldschmidt,PC 177,1,True,Alone,34,1.0,0.0,0.0,0
1.0,1,"Greenfield, Mr. William Bertram",1,23.0,0,1,PC 17759,63.3583,D10 D12,C,Mr,1,Greenfield,PC 177,2,False,Alone,31,1.0,1.0,1.0,0
1.0,2,"Doling, Mrs. John T (Ada Julia Bone)",0,34.0,0,1,231919,23.0,,S,Mrs,2,Doling,2319,2,False,Doling-2-2319-23.0-S,11,2.0,2.0,1.0,1
0.0,2,"Kantor, Mr. Sinai",1,34.0,1,0,244367,26.0,,S,Mr,1,Kantor,2443,2,False,Alone,13,1.0,0.0,0.0,0
0.0,3,"Petranec, Miss. Matilda",0,28.0,0,0,349245,7.8958,,S,Miss,2,Petranec,3492,1,True,Alone,7,1.0,0.0,0.0,1
0.0,3,"Petroff, Mr. Pastcho (""Pentcho"")",1,26.0,0,0,349215,7.8958,,S,Mr,1,Petroff,3492,1,True,Alone,7,1.0,0.0,0.0,0
0.0,1,"White, Mr. Richard Frasar",1,21.0,0,1,35281,77.2875,D26,S,Mr,1,White,352,2,False,Alone,38,1.0,0.0,0.0,0
0.0,3,"Johansson, Mr. Gustaf Joel",1,33.0,0,0,7540,8.6542,,S,Mr,1,Johansson,75,1,True,Alone,8,1.0,0.0,0.0,0
0.0,3,"Gustafsson, Mr. Anders Vilhelm",1,37.0,2,0,3101276,7.925,,S,Mr,1,Gustafsson,31012,3,False,Alone,2,1.0,0.0,0.0,0
0.0,3,"Mionoff, Mr. Stoytcho",1,28.0,0,0,349207,7.8958,,S,Mr,1,Mionoff,3492,1,True,Alone,7,1.0,0.0,0.0,0
1.0,3,"Salkjelsvik, Miss. Anna Kristine",0,21.0,0,0,343120,7.65,,S,Miss,2,Salkjelsvik,3431,1,True,Alone,7,1.0,1.0,1.0,1
1.0,3,"Moss, Mr. Albert Johan",1,26.0,0,0,312991,7.775,,S,Mr,1,Moss,3129,1,True,Alone,7,1.0,1.0,1.0,0
0.0,3,"Rekic, Mr. Tido",1,38.0,0,0,349249,7.8958,,S,Mr,1,Rekic,3492,1,True,Alone,7,1.0,0.0,0.0,0
1.0,3,"Moran, Miss. Bertha",0,18.0,1,0,371110,24.15,,Q,Miss,2,Moran,3711,2,False,Alone,12,1.0,1.0,1.0,1
0.0,1,"Porter, Mr. Walter Chamberlain",1,47.0,0,0,110465,52.0,C110,S,Mr,1,Porter,1104,1,True,Alone,52,1.0,0.0,0.0,0
0.0,3,"Zabour, Miss. Hileni",0,14.5,1,0,2665,14.4542,,C,Miss,2,Zabour,26,2,False,Zabour-3-26-14.4542-C,7,2.0,0.0,0.0,0
0.0,3,"Barton, Mr. David John",1,22.0,0,0,324669,8.05,,S,Mr,1,Barton,3246,1,True,Alone,8,1.0,0.0,0.0,0
0.0,3,"Jussila, Miss. Katriina",0,20.0,1,0,4136,9.825,,S,Miss,2,Jussila,41,2,False,Jussila-3-41-9.825-S,4,2.0,0.0,0.0,0
0.0,3,"Attalah, Miss. Malake",0,17.0,0,0,2627,14.4583,,C,Miss,2,Attalah,26,1,True,Alone,14,1.0,0.0,0.0,1
0.0,3,"Pekoniemi, Mr. Edvard",1,21.0,0,0,STON/O 2. 3101294,7.925,,S,Mr,1,Pekoniemi,STON/O 2. 31012,1,True,Alone,7,1.0,0.0,0.0,0
0.0,3,"Connors, Mr. Patrick",1,70.5,0,0,370369,7.75,,Q,Mr,1,Connors,3703,1,True,Alone,7,1.0,0.0,0.0,0
0.0,2,"Turpin, Mr. William John Robert",1,29.0,1,0,11668,21.0,,S,Mr,1,Turpin,116,2,False,Alone,10,1.0,0.0,0.0,0
0.0,1,"Baxter, Mr. Quigg Edmond",1,24.0,0,1,PC 17558,247.5208,B58 B60,C,Mr,1,Baxter,PC 175,2,False,Alone,123,1.0,0.0,0.0,0
0.0,3,"Andersson, Miss. Ellis Anna Maria",0,2.0,4,2,347082,31.275,,S,Miss,2,Andersson,3470,7,False,Andersson-3-3470-31.275-S,4,6.0,0.0,0.0,0
0.0,2,"Hickman, Mr. Stanley George",1,21.0,2,0,S.O.C. 14879,73.5,,S,Mr,1,Hickman,S.O.C. 148,3,False,Alone,24,1.0,0.0,0.0,0
0.0,3,"Moore, Mr. Leonard Charles",1,26.0,0,0,A4. 54510,8.05,,S,Mr,1,Moore,A4. 545,1,True,Alone,8,1.0,0.0,0.0,0
0.0,2,"Nasser, Mr. Nicholas",1,32.5,1,0,237736,30.0708,,C,Mr,1,Nasser,2377,2,False,Alone,15,1.0,0.0,0.0,0
1.0,2,"Webber, Miss. Susan",0,32.5,0,0,27267,13.0,E101,S,Miss,2,Webber,272,1,True,Alone,13,1.0,1.0,1.0,1
0.0,1,"White, Mr. Percival Wayland",1,54.0,0,1,35281,77.2875,D26,S,Mr,1,White,352,2,False,Alone,38,1.0,0.0,0.0,0
1.0,3,"Nicola-Yarred, Master. Elias",1,12.0,1,0,2651,11.2417,,C,Master,0,Yarred,26,2,False,Yarred-3-26-11.2417-C,5,2.0,2.0,1.0,1
0.0,3,"McMahon, Mr. Martin",1,26.0,0,0,370372,7.75,,Q,Mr,1,McMahon,3703,1,True,Alone,7,1.0,0.0,0.0,0
1.0,3,"Madsen, Mr. Fridtjof Arne",1,24.0,0,0,C 17369,7.1417,,S,Mr,1,Madsen,C 173,1,True,Alone,7,1.0,1.0,1.0,0
1.0,3,"Peter, Miss. Anna",0,18.0,1,1,2668,22.3583,F E69,C,Miss,2,Peter,26,3,False,Peter-3-26-22.3583-C,7,2.0,2.0,1.0,1
0.0,3,"Ekstrom, Mr. Johan",1,45.0,0,0,347061,6.975,,S,Mr,1,Ekstrom,3470,1,True,Alone,6,1.0,0.0,0.0,0
0.0,3,"Drazenoic, Mr. Jozef",1,33.0,0,0,349241,7.8958,,C,Mr,1,Drazenoic,3492,1,True,Alone,7,1.0,0.0,0.0,0
0.0,3,"Coelho, Mr. Domingos Fernandeo",1,20.0,0,0,SOTON/O.Q. 3101307,7.05,,S,Mr,1,Coelho,SOTON/O.Q. 31013,1,True,Alone,7,1.0,0.0,0.0,0
0.0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",0,47.0,1,0,A/5. 3337,14.5,,S,Mrs,2,Robins,A/5. 33,2,False,Alone,7,1.0,0.0,0.0,1
1.0,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",0,29.0,1,0,228414,26.0,,S,Mrs,2,Weisz,2284,2,False,Alone,13,1.0,1.0,1.0,1
0.0,2,"Sobey, Mr. Samuel James Hayden",1,25.0,0,0,C.A. 29178,13.0,,S,Mr,1,Sobey,C.A. 291,1,True,Alone,13,1.0,0.0,0.0,0
0.0,2,"Richard, Mr. Emile",1,23.0,0,0,SC/PARIS 2133,15.0458,,C,Mr,1,Richard,SC/PARIS 21,1,True,Alone,15,1.0,0.0,0.0,0
1.0,1,"Newsom, Miss. Helen Monypeny",0,19.0,0,2,11752,26.2833,D47,S,Miss,2,Newsom,117,3,False,Alone,8,1.0,1.0,1.0,1
0.0,1,"Futrelle, Mr. Jacques Heath",1,37.0,1,0,113803,53.1,C123,S,Mr,1,Futrelle,1138,2,False,Alone,26,1.0,0.0,0.0,0
0.0,3,"Osen, Mr. Olaf Elon",1,16.0,0,0,7534,9.2167,,S,Mr,1,Osen,75,1,True,Alone,9,1.0,0.0,0.0,0
0.0,1,"Giglio, Mr. Victor",1,24.0,0,0,PC 17593,79.2,B86,C,Mr,1,Giglio,PC 175,1,True,Alone,79,1.0,0.0,0.0,0
0.0,3,"Boulos, Mrs. Joseph (Sultana)",0,31.0,0,2,2678,15.2458,,C,Mrs,2,Boulos,26,3,False,Boulos-3-26-15.2458-C,5,2.0,0.0,0.0,0
1.0,3,"Nysten, Miss. Anna Sofia",0,22.0,0,0,347081,7.75,,S,Miss,2,Nysten,3470,1,True,Alone,7,1.0,1.0,1.0,1
1.0,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",0,24.0,1,0,STON/O2. 3101279,15.85,,S,Mrs,2,Hakkarainen,STON/O2. 31012,2,False,Alone,7,1.0,1.0,1.0,1
0.0,3,"Burke, Mr. Jeremiah",1,19.0,0,0,365222,6.75,,Q,Mr,1,Burke,3652,1,True,Alone,6,1.0,0.0,0.0,0
0.0,2,"Andrew, Mr. Edgardo Samuel",1,18.0,0,0,231945,11.5,,S,Mr,1,Andrew,2319,1,True,Alone,11,1.0,0.0,0.0,0
0.0,2,"Nicholls, Mr. Joseph Charles",1,19.0,1,1,C.A. 33112,36.75,,S,Mr,1,Nicholls,C.A. 331,3,False,Alone,12,1.0,0.0,0.0,0
1.0,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",1,27.0,0,0,350043,7.7958,,S,Mr,1,Andersson,3500,1,True,Alone,7,1.0,1.0,1.0,0
0.0,3,"Ford, Miss. Robina Maggie ""Ruby""",0,9.0,2,2,W./C. 6608,34.375,,S,Miss,2,Ford,W./C. 66,5,False,Ford-3-W./C. 66-34.375-S,6,3.0,0.0,0.0,0
0.0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",1,36.5,0,2,230080,26.0,F2,S,Mr,1,Navratil,2300,3,False,Alone,8,1.0,0.0,0.0,0
0.0,2,"Byles, Rev. Thomas Roussel Davids",1,42.0,0,0,244310,13.0,,S,Rare,1,Byles,2443,1,True,Alone,13,1.0,0.0,0.0,0
0.0,2,"Bateman, Rev. Robert James",1,51.0,0,0,S.O.P. 1166,12.525,,S,Rare,1,Bateman,S.O.P. 11,1,True,Alone,12,1.0,0.0,0.0,0
1.0,1,"Pears, Mrs. Thomas (Edith Wearne)",0,22.0,1,0,113776,66.6,C2,S,Mrs,2,Pears,1137,2,False,Alone,33,1.0,1.0,1.0,1
0.0,3,"Meo, Mr. Alfonzo",1,55.5,0,0,A.5. 11206,8.05,,S,Mr,1,Meo,A.5. 112,1,True,Alone,8,1.0,0.0,0.0,0
0.0,3,"van Billiard, Mr. Austin Blyler",1,40.5,0,2,A/5. 851,14.5,,S,Mr,1,Billiard,A/5. 8,3,False,Alone,4,1.0,0.0,0.0,0
